ID;Ligand;R_NBO_min;R_NBO_max;R_NBO_avg;RBack_NBO_min;RBack_NBO_max;RBack_NBO_avg;P_NMR_min;P_NMR_max;P_NMR_avg;aniso_P_NMR_min;aniso_P_NMR_max;aniso_P_NMR_avg;P_NBO_min;P_NBO_max;P_NBO_avg;Cl_NBO_min;Cl_NBO_max;Cl_NBO_avg;P_Pd_bond_occ_min;P_Pd_bond_occ_max;P_Pd_bond_occ_avg;P_Pd_bond_eng_min;P_Pd_bond_eng_max;P_Pd_bond_eng_avg;P_Pd_antibond_occ_min;P_Pd_antibond_occ_max;P_Pd_antibond_occ_avg;P_Pd_antibond_eng_min;P_Pd_antibond_eng_max;P_Pd_antibond_eng_avg;P_R_bond_occ_min;P_R_bond_occ_max;P_R_bond_occ_avg;P_R_bond_eng_min;P_R_bond_eng_max;P_R_bond_eng_avg;P_R_antibond_occ_min;P_R_antibond_occ_max;P_R_antibond_occ_avg;P_R_antibond_eng_min;P_R_antibond_eng_max;P_R_antibond_eng_avg;P_RBack_bond_occ_min;P_RBack_bond_occ_max;P_RBack_bond_occ_avg;P_RBack_bond_eng_min;P_RBack_bond_eng_max;P_RBack_bond_eng_avg;P_RBack_antibond_occ_min;P_RBack_antibond_occ_max;P_RBack_antibond_occ_avg;P_RBack_antibond_eng_min;P_RBack_antibond_eng_max;P_RBack_antibond_eng_avg;P_R_distance_min;P_R_distance_max;P_R_distance_avg;P1_RBack1/P2_RBack2_distance_min;P1_RBack1/P2_RBack2_distance_max;P1_RBack1/P2_RBack2_distance_avg;Cl-Pd_distance_min;Cl-Pd_distance_max;Cl-Pd_distance_avg;P-Pd_distance_min;P-Pd_distance_max;P-Pd_distance_avg;X_Angle_Sum_min;X_Angle_Sum_max;X_Angle_Sum_avg;angle_Pd_P1_RBack1/Pd_P2_RBack2_min;angle_Pd_P1_RBack1/Pd_P2_RBack2_max;angle_Pd_P1_RBack1/Pd_P2_RBack2_avg;angle_RPPd_min;angle_RPPd_max;angle_RPPd_avg;angle_R1_P1_R2/R3_P2_R4_min;angle_R1_P1_R2/R3_P2_R4_max;angle_R1_P1_R2/R3_P2_R4_avg;angle_RPRBack_min;angle_RPRBack_max;angle_RPRBack_avg;NoPd_R_NBO_min;NoPd_R_NBO_max;NoPd_R_NBO_avg;NoPd_Rback_NBO_min;NoPd_Rback_NBO_max;NoPd_Rback_NBO_avg;NoPd_P_NMR_min;NoPd_P_NMR_max;NoPd_P_NMR_avg;NoPd_aniso_P_NMR_min;NoPd_aniso_P_NMR_max;NoPd_aniso_P_NMR_avg;NoPd_P_NBO_min;NoPd_P_NBO_max;NoPd_P_NBO_avg;NoPd_P_LP_occ_min;NoPd_P_LP_occ_max;NoPd_P_LP_occ_avg;NoPd_P_LP_eng_min;NoPd_P_LP_eng_max;NoPd_P_LP_eng_avg;NoPd_P_R_bond_occ_min;NoPd_P_R_bond_occ_max;NoPd_P_R_bond_occ_avg;NoPd_P_R_bond_eng_min;NoPd_P_R_bond_eng_max;NoPd_P_R_bond_eng_avg;NoPd_P_R_antibond_occ_min;NoPd_P_R_antibond_occ_max;NoPd_P_R_antibond_occ_avg;NoPd_P_R_antibond_eng_min;NoPd_P_R_antibond_eng_max;NoPd_P_R_antibond_eng_avg;NoPd_P_RBack_bond_occ_min;NoPd_P_RBack_bond_occ_max;NoPd_P_RBack_bond_occ_avg;NoPd_P_RBack_bond_eng_min;NoPd_P_RBack_bond_eng_max;NoPd_P_RBack_bond_eng_avg;NoPd_P_RBack_antibond_occ_min;NoPd_P_RBack_antibond_occ_max;NoPd_P_RBack_antibond_occ_avg;NoPd_P_RBack_antibond_eng_min;NoPd_P_RBack_antibond_eng_max;NoPd_P_RBack_antibond_eng_avg;NoPd_LP_P_s_min;NoPd_LP_P_s_max;NoPd_LP_P_s_avg;quadrants_3.0_Ang_min;quadrants_3.0_Ang_max;quadrants_3.0_Ang_avg;quadrants_4.0_Ang_min;quadrants_4.0_Ang_max;quadrants_4.0_Ang_avg;quadrants_5.0_Ang_min;quadrants_5.0_Ang_max;quadrants_5.0_Ang_avg;quadrants_6.0_Ang_min;quadrants_6.0_Ang_max;quadrants_6.0_Ang_avg;quadrants_7.0_Ang_min;quadrants_7.0_Ang_max;quadrants_7.0_Ang_avg;octants_3.0_Ang_min;octants_3.0_Ang_max;octants_3.0_Ang_avg;octants_4.0_Ang_min;octants_4.0_Ang_max;octants_4.0_Ang_avg;octants_5.0_Ang_min;octants_5.0_Ang_max;octants_5.0_Ang_avg;octants_6.0_Ang_min;octants_6.0_Ang_max;octants_6.0_Ang_avg;octants_7.0_Ang_min;octants_7.0_Ang_max;octants_7.0_Ang_avg;Homo;Lumo;dipole;Pd_NBO;Pd_LP_1_occ;Pd_LP_1_eng;Pd_LP_2_occ;Pd_LP_2_eng;Pd_LP_3_occ;Pd_LP_3_eng;Pd_LP_4_occ;Pd_LP_4_eng;bite_angle;NoPd_Homo;NoPd_Lumo;NoPd_dipole;pol;Vbur%_3.0_Ang;Vbur%_4.0_Ang;Vbur%_5.0_Ang;Vbur%_6.0_Ang;Vbur%_7.0_Ang
434;SS-IPDA-Chiraphos;-0.37368;-0.35877;-0.3680175;-0.50603;-0.50113;-0.50358;189.7153;190.177;189.94615;205.9973;209.1293;207.5633;1.22052;1.22416;1.22234;-0.46137;-0.44763;-0.4545;1.7503;1.75506;1.75268;-0.41861;-0.41774;-0.418175;0.18643;0.18656;0.186495;0.6069;0.61095;0.608925;1.95588;1.95778;1.956675;-0.60959;-0.60642;-0.60809;0.06663;0.07671;0.0713725;0.21997;0.22172;0.2209675;1.94685;1.9565;1.951675;-0.60959;-0.56409;-0.58684;0.07415;0.09043;0.08229;0.16358;0.22155;0.192565;1.821133301;1.827977667;1.824742409;1.888011957;1.903313493;1.895662725;2.392643842;2.395426727;2.394035284;2.263912538;2.268317511;2.266115024;318.3202112;318.4617996;318.3910054;107.4035796;109.3719039;108.3877417;111.7414471;118.6374583;114.6778499;105.7712797;108.6460891;107.2086844;104.5817243;108.1087955;105.5911605;-0.32742;-0.3217;-0.32409;-0.48311;-0.47016;-0.476635;309.8779;314.3547;312.1163;37.3891;51.5253;44.4572;0.80446;0.80823;0.806345;1.88951;1.89369;1.8916;-0.31012;-0.31011;-0.310115;1.95306;1.95986;1.9569675;-0.55535;-0.5506;-0.55358;0.03544;0.04969;0.04154;0.25507;0.25991;0.2580725;1.94331;1.9486;1.945955;-0.50762;-0.49904;-0.50333;0.05567;0.06097;0.05832;0.19551;0.20261;0.19906;43.01;43.03;43.02;55.72854589;59.79961263;57.53314958;57.68884613;62.69319099;60.21390665;58.1793384;62.81258869;61.11719908;54.87505102;59.6866071;57.04861898;49.24059136;55.78977929;51.67558051;14.82419547;27.23480334;22.22884386;17.61839737;32.41263733;26.74259822;19.85746271;36.25713475;30.9663839;20.5741757;36.66560842;31.94135788;20.65204397;35.05234455;30.9887398;-0.22396;-0.05592;9.453;-0.20393;1.98782;-0.28496;1.97357;-0.28987;1.95778;-0.30966;1.9491;-0.2899;86.59782982;-0.17036;-0.02101;0.781;839.16;57.53314958;60.21390665;61.11719908;57.04861898;51.67558051
435;SS-Cy-Chiraphos;-0.55476;-0.53216;-0.543565;-0.53567;-0.53072;-0.533195;175.9212;182.1693;179.04525;175.348;179.5391;177.44355;1.26352;1.26838;1.26595;-0.47354;-0.47172;-0.47263;1.73846;1.75169;1.745075;-0.4212;-0.4111;-0.41615;0.18643;0.18646;0.186445;0.66915;0.66917;0.66916;1.95612;1.9574;1.95681;-0.58602;-0.58378;-0.5845175;0.06626;0.07269;0.06925;0.17101;0.18209;0.17619;1.95461;1.95538;1.954995;-0.58077;-0.57511;-0.57794;0.0849;0.09286;0.08888;0.15834;0.15837;0.158355;1.862383501;1.870831378;1.86792189;1.890292107;1.893215026;1.891753567;2.39836347;2.410186799;2.404275134;2.258316568;2.263289469;2.260803018;320.2842186;326.7117878;323.4980032;108.3076234;108.867343;108.5874832;107.8564082;115.62812;112.2899189;106.3547436;107.4960537;106.9253987;106.71142;112.2420454;108.2863023;-0.50837;-0.50048;-0.5044625;-0.50457;-0.50345;-0.50401;297.8935;300.902;299.39775;31.9278;36.4823;34.20505;0.81743;0.8236;0.820515;1.89998;1.91306;1.90652;-0.31009;-0.29182;-0.300955;1.95795;1.96006;1.9592725;-0.52448;-0.51649;-0.5210275;0.03712;0.04076;0.03831;0.21867;0.22641;0.2216375;1.95915;1.9614;1.960275;-0.5163;-0.51142;-0.51386;0.04694;0.05221;0.049575;0.20178;0.20205;0.201915;41.2;44.36;42.78;55.9147795;61.38259833;58.62820322;55.85314381;60.76903979;59.10364037;53.12036833;58.30311248;55.59466747;47.75182548;52.05496848;49.07705565;38.1810626;41.00351241;39.12968297;14.22079857;26.97407628;20.43355185;13.21147042;24.12947676;20.14772516;10.40490681;19.64617956;16.92275551;8.234387047;16.83250941;14.04077282;5.430853395;13.07048155;10.05604481;-0.2302;-0.05042;11.5585;-0.2113;1.98789;-0.28378;1.97452;-0.28818;1.957;-0.31106;1.9478;-0.2862;88.49744333;-0.15905;0.02855;1.0852;411.2;58.62820322;59.10364037;55.59466747;49.07705565;39.12968297
436;SS-Furyl-Chiraphos;-0.10244;-0.08568;-0.09406;-0.49699;-0.49698;-0.496985;237.6754;237.6782;237.6768;179.4723;179.4766;179.47445;1.16285;1.16286;1.162855;-0.44041;-0.44041;-0.44041;1.77426;1.77426;1.77426;-0.4495;-0.4495;-0.4495;0.17678;0.17678;0.17678;0.64618;0.64619;0.646185;1.96336;1.96454;1.96395;-0.65456;-0.65376;-0.65416;0.06411;0.08168;0.072895;0.20106;0.20264;0.2018475;1.94875;1.94875;1.94875;-0.58004;-0.58004;-0.58004;0.10461;0.10461;0.10461;0.14643;0.14643;0.14643;1.799280873;1.800299829;1.799790229;1.890543664;1.890544332;1.890543998;2.385148849;2.385149078;2.385148963;2.253245473;2.253249505;2.253247489;316.2006291;316.2008137;316.2007214;107.9314899;107.9323381;107.931914;113.9451696;117.9779018;115.9613874;103.0934866;103.0938229;103.0936547;106.0165967;107.0902095;106.5535333;-0.06475;-0.05855;-0.06165;-0.47448;-0.47448;-0.47448;351.5568;351.557;351.5569;72.2668;72.2692;72.268;0.79547;0.79547;0.79547;1.87104;1.87104;1.87104;-0.33525;-0.33525;-0.33525;1.96299;1.96385;1.96342;-0.60493;-0.59689;-0.6009075;0.03238;0.0508;0.04159;0.23844;0.24018;0.2393125;1.94744;1.94744;1.94744;-0.52221;-0.52221;-0.52221;0.06527;0.06528;0.065275;0.18323;0.18323;0.18323;43.96;43.96;43.96;48.08924315;51.53828963;49.81283522;49.16051145;53.19502203;51.17854261;46.80946675;48.87499606;47.8422314;39.86575355;40.12472221;39.99569141;29.76551693;30.09114042;29.92818636;9.460667461;14.09415971;11.77555125;9.499720688;16.17528397;12.8382782;8.692567248;12.19450664;10.44353694;7.364506327;7.716449726;7.540251259;4.650950969;5.499735289;5.075485447;-0.2325;-0.0716;11.1318;-0.15927;1.98709;-0.2926;1.96834;-0.29816;1.95568;-0.32267;1.94169;-0.29661;87.39761022;-0.18862;-0.02169;1.4131;339.95;49.81283522;51.17854261;47.8422314;39.99569141;29.92818636
437;SS-345MeO-Chiraphos;-0.35571;-0.33965;-0.3496925;-0.5096;-0.50082;-0.50521;184.7527;185.9316;185.34215;194.6694;207.0327;200.85105;1.21758;1.22137;1.219475;-0.46582;-0.44608;-0.45595;1.75511;1.76265;1.75888;-0.43407;-0.42763;-0.43085;0.18174;0.182;0.18187;0.63098;0.64689;0.638935;1.95605;1.95851;1.956725;-0.61893;-0.61617;-0.61773;0.06517;0.07832;0.07173;0.20605;0.21004;0.20803;1.94827;1.95606;1.952165;-0.61694;-0.5761;-0.59652;0.07428;0.09056;0.08242;0.15597;0.21004;0.183005;1.822841395;1.829874432;1.825828888;1.883898289;1.910726057;1.897312173;2.392847864;2.400856903;2.396852384;2.268991738;2.276800331;2.272896034;317.6297387;319.3913653;318.510552;107.1126104;110.1006078;108.6066091;109.6196982;120.1948435;114.5315007;106.1749743;107.9523185;107.0636464;104.1386529;108.4491709;105.7234528;-0.30991;-0.30449;-0.3082125;-0.48848;-0.47084;-0.47966;298.0264;303.4983;300.76235;41.1066;56.6098;48.8582;0.80441;0.81002;0.807215;1.88451;1.89374;1.889125;-0.32031;-0.31891;-0.31961;1.95233;1.95889;1.95605;-0.56454;-0.56057;-0.5620825;0.03489;0.05266;0.0424175;0.2419;0.24973;0.2469725;1.94405;1.9503;1.947175;-0.5192;-0.50334;-0.51127;0.05719;0.064;0.060595;0.18552;0.19623;0.190875;43.07;43.45;43.26;53.73957092;61.40867104;57.37578218;54.26416734;63.22698777;58.95001862;53.40102803;62.8937908;58.41959415;48.95505465;57.57721439;52.49206313;41.86026653;48.52444738;43.88723009;10.47377831;26.58671037;21.64220799;10.46800323;30.32089876;24.30171932;9.957112674;33.91409921;27.05055028;8.574538528;32.32436845;25.73744841;7.689724074;27.42011693;21.77479037;-0.23356;-0.06662;7.0091;-0.2027;1.98776;-0.29284;1.97404;-0.29838;1.95912;-0.31604;1.94878;-0.30221;86.20383577;-0.17805;-0.02752;2.9071;642.27;57.37578218;58.95001862;58.41959415;52.49206313;43.88723009
438;RR-pCF3-DIOP;-0.35501;-0.33136;-0.3443675;-0.74748;-0.73047;-0.738975;240.0625;267.6824;253.87245;103.2571;122.2207;112.7389;1.17721;1.17779;1.1775;-0.39993;-0.38796;-0.393945;1.78661;1.79349;1.79005;-0.4737;-0.46424;-0.46897;0.17237;0.17275;0.17256;0.56562;0.60545;0.585535;1.95605;1.95969;1.957915;-0.64817;-0.63708;-0.643335;0.061;0.07267;0.0680375;0.16912;0.18068;0.1752425;1.95759;1.9585;1.958045;-0.62166;-0.61398;-0.61782;0.06539;0.08562;0.075505;0.13656;0.1442;0.14038;1.832928084;1.836269682;1.834404855;1.867648779;1.868499348;1.868074063;2.368075995;2.381737531;2.374906763;2.293786368;2.305165436;2.299475902;309.7150397;314.50527;312.1101549;116.8252777;119.061733;117.9435054;103.7616193;121.0479756;112.782798;104.5727276;107.8897871;106.2312573;98.96466811;109.8684314;102.9394488;-0.32571;-0.30626;-0.315305;-0.71686;-0.71153;-0.714195;304.056;312.4034;308.2297;49.2595;70.7149;59.9872;0.81636;0.8332;0.82478;1.87588;1.88685;1.881365;-0.37288;-0.36958;-0.37123;1.95237;1.96073;1.95722;-0.6038;-0.58809;-0.593955;0.03501;0.04661;0.039945;0.19728;0.21047;0.2047125;1.95544;1.95727;1.956355;-0.56586;-0.56025;-0.563055;0.02837;0.03509;0.03173;0.17194;0.17362;0.17278;44.84;45.85;45.345;50.59222288;60.98033373;55.66429529;52.60846627;60.28179505;56.08008504;49.50096181;56.76815616;53.3363817;40.46578076;52.8182684;46.6425915;30.98489722;45.16631277;37.84583265;11.33790226;29.14928486;20.14302741;11.97318602;27.6146732;20.34867482;12.45624547;21.4956955;16.83209296;9.045308177;18.28472947;13.94847839;6.873957521;15.95782834;11.33790269;-0.25761;-0.1011;9.8413;-0.19928;1.98609;-0.3125;1.96806;-0.32256;1.96482;-0.3204;1.9535;-0.34331;98.34362012;-0.22505;-0.07136;2.5545;514.81;55.66429529;56.08008504;53.3363817;46.6425915;37.84583265
439;R-Xyl-H8BINAP;-0.35059;-0.32408;-0.3355175;-0.34677;-0.34274;-0.344755;236.1418;243.6999;239.92085;127.6992;127.9095;127.80435;1.1936;1.20517;1.199385;-0.41434;-0.40664;-0.41049;1.77665;1.77791;1.77728;-0.42365;-0.413;-0.418325;0.17392;0.17555;0.174735;0.58235;0.66754;0.624945;1.95206;1.95523;1.95389;-0.60288;-0.59862;-0.6007375;0.06745;0.07591;0.0704175;0.21014;0.22165;0.216905;1.95001;1.95418;1.952095;-0.60099;-0.59276;-0.596875;0.06576;0.06745;0.066605;0.2124;0.22165;0.217025;1.831661629;1.843966134;1.837336105;1.842421237;1.857316589;1.849868913;2.368313916;2.389655248;2.378984582;2.290654865;2.319015945;2.304835405;314.5882495;316.8897114;315.7389804;99.61972943;119.0909771;109.3553533;110.0621953;123.5455849;115.6160355;99.58872695;109.1115128;104.3501199;102.3785438;112.2659742;105.6944303;-0.31273;-0.29935;-0.3067725;-0.31545;-0.29776;-0.306605;292.1735;305.8154;298.99445;38.7446;85.5308;62.1377;0.8415;0.84198;0.84174;1.86418;1.8694;1.86679;-0.32231;-0.31434;-0.318325;1.94798;1.95358;1.951845;-0.55652;-0.54556;-0.5511775;0.04026;0.04534;0.0418625;0.24079;0.2508;0.24685;1.94631;1.95348;1.949895;-0.54953;-0.54015;-0.54484;0.04401;0.04792;0.045965;0.23264;0.24163;0.237135;42.32;43.06;42.69;50.70023838;61.41239571;56.21740912;52.2670846;61.1973186;56.30780212;50.49903819;59.69852732;54.23472927;45.54673681;57.9795002;51.34427865;38.57869899;50.69508092;45.42027917;9.40852205;25.9386174;18.40919249;9.915585625;25.66259078;18.24064304;8.192740689;24.61764057;16.46274164;7.161322509;24.63603792;15.95333122;6.189692764;21.96023067;14.34166558;-0.22171;-0.06777;12.3173;-0.18878;1.98628;-0.27672;1.971;-0.28551;1.96508;-0.28353;1.95339;-0.30717;94.04274886;-0.18451;-0.0281;1.9428;679.54;56.21740912;56.30780212;54.23472927;51.34427865;45.42027917
440;oTol-Xantphos;-0.36358;-0.32304;-0.34894;-0.36656;-0.36064;-0.3636;259.879;265.4686;262.6738;80.6578;89.1168;84.8873;1.14729;1.161;1.154145;-0.40377;-0.38744;-0.395605;1.79202;1.80931;1.800665;-0.43112;-0.42768;-0.4294;0.17143;0.1767;0.174065;0.58531;0.59607;0.59069;1.94725;1.95504;1.9509875;-0.60647;-0.59077;-0.59971;0.06613;0.08622;0.0730525;0.205;0.21788;0.2093275;1.94879;1.95123;1.95001;-0.60369;-0.59653;-0.60011;0.06618;0.07155;0.068865;0.19299;0.20044;0.196715;1.841928963;1.854616081;1.849916556;1.845915236;1.864729375;1.855322305;2.376586731;2.387505056;2.382045894;2.347387191;2.378140697;2.362763944;306.2973059;311.7350956;309.0162007;110.87816;114.4412908;112.6597254;113.5475022;119.1352981;116.5731047;102.2421083;103.8115767;103.0268425;97.06330208;106.5215072;102.9946791;-0.33198;-0.30496;-0.31727;-0.34696;-0.3382;-0.34258;299.6543;325.6176;312.63595;32.5657;37.0079;34.7868;0.8391;0.8407;0.8399;1.87685;1.88015;1.8785;-0.347;-0.33476;-0.34088;1.94646;1.95474;1.949915;-0.55831;-0.5429;-0.5513175;0.03733;0.04787;0.0432775;0.22807;0.2424;0.2352175;1.94744;1.95123;1.949335;-0.56046;-0.54843;-0.554445;0.03755;0.04329;0.04042;0.22053;0.22625;0.22339;44.05;46.22;45.135;53.37827771;67.94174613;62.5903233;51.1312147;68.32288499;62.51202595;48.70470815;66.83958248;59.7990445;45.19116513;59.76007982;54.02070389;38.56589037;49.50017932;45.01175546;9.319129917;37.77562574;28.31495828;5.524176029;38.68164608;27.66200112;3.166093784;36.38327394;23.8501624;1.905755363;31.04449181;19.35847431;1.201732863;24.49804455;14.95918321;-0.22549;-0.08153;11.5231;-0.16925;1.98522;-0.27669;1.97263;-0.28245;1.96969;-0.29259;1.95919;-0.30175;101.1091173;-0.19834;-0.0352;2.4463;574.22;62.5903233;62.51202595;59.7990445;54.02070389;45.01175546
441;iPr-Xantphos;-0.51893;-0.50575;-0.5107275;-0.38724;-0.36557;-0.376405;228.6238;231.8142;230.219;83.4614;108.842;96.1517;1.1214;1.16946;1.14543;-0.44525;-0.41091;-0.42808;1.78047;1.81588;1.798175;-0.42684;-0.42555;-0.426195;0.16333;0.16785;0.16559;0.52421;0.5556;0.539905;1.94392;1.95728;1.9510575;-0.57752;-0.55657;-0.569085;0.0719;0.09701;0.079605;0.15976;0.16573;0.16309;1.94597;1.95475;1.95036;-0.60042;-0.56527;-0.582845;0.07657;0.09701;0.08679;0.15976;0.18691;0.173335;1.877440284;1.899031175;1.88760146;1.847322484;1.865373369;1.856347927;2.393866155;2.397221797;2.395543976;2.319293338;2.370943306;2.345118322;306.5361117;315.0829137;310.8095127;114.7982636;119.3270011;117.0626323;106.0816341;121.7499505;113.4425514;104.1848584;108.3770546;106.2809565;99.4526974;106.106017;102.2642781;-0.50076;-0.47472;-0.490065;-0.3542;-0.33996;-0.34708;285.9773;302.9486;294.46295;32.8652;33.9831;33.42415;0.80137;0.81169;0.80653;1.91395;1.92376;1.918855;-0.35399;-0.32693;-0.34046;1.94285;1.9601;1.95163;-0.51551;-0.50459;-0.5101075;0.03598;0.05095;0.0444925;0.1939;0.2088;0.20118;1.95594;1.95754;1.95674;-0.54831;-0.54569;-0.547;0.03643;0.03739;0.03691;0.21676;0.23074;0.22375;46.18;49.7;47.94;50.62946961;65.43504172;57.66910012;49.20396003;65.70510831;59.03303643;45.95881555;60.94967046;55.23517076;41.56152206;52.02503515;46.94634677;29.1686354;41.67411464;35.38536858;11.31555423;39.34743743;25.83618892;9.276270871;39.76165353;26.59363168;6.76579105;32.87975781;21.62498817;3.938500612;23.08857545;14.6718672;2.479748154;14.64508747;9.280554243;-0.22836;-0.07612;12.3067;-0.12948;1.98982;-0.27565;1.97082;-0.28271;1.96911;-0.28821;1.96128;-0.30433;105.0752401;-0.18722;-0.02775;1.8946;409.25;57.66910012;59.03303643;55.23517076;46.94634677;35.38536858
442;R-pTol-H8BINAP;-0.37946;-0.35628;-0.3652875;-0.34844;-0.347;-0.34772;237.2292;243.4081;240.31865;125.7405;127.6182;126.67935;1.19642;1.20102;1.19872;-0.40919;-0.4082;-0.408695;1.77915;1.77971;1.77943;-0.42598;-0.41439;-0.420185;0.17419;0.17478;0.174485;0.58647;0.66474;0.625605;1.95237;1.9555;1.9544025;-0.60565;-0.60179;-0.6037475;0.06746;0.07581;0.070365;0.20989;0.22084;0.2157525;1.9504;1.95492;1.95266;-0.60367;-0.59528;-0.599475;0.0661;0.06746;0.06678;0.21161;0.22084;0.216225;1.831204718;1.841845486;1.836047539;1.841810655;1.858648709;1.850229682;2.366319894;2.388314174;2.377317034;2.289707684;2.321450919;2.305579301;315.3057034;316.4164987;315.861101;100.2598687;118.6169743;109.4384215;110.5282784;123.5030918;115.5102945;99.45436155;108.303224;103.8787928;102.6857503;112.0644069;105.9911541;-0.34222;-0.3285;-0.3358025;-0.31889;-0.30193;-0.31041;293.2523;306.2868;299.76955;40.0522;82.928;61.4901;0.8416;0.84239;0.841995;1.86545;1.86915;1.8673;-0.32299;-0.31622;-0.319605;1.94844;1.95435;1.95221;-0.55993;-0.54827;-0.5542625;0.04039;0.04527;0.0419025;0.24117;0.24966;0.2461075;1.94739;1.95371;1.95055;-0.55163;-0.54121;-0.54642;0.04385;0.04867;0.04626;0.23074;0.24123;0.235985;42.32;42.97;42.645;50.25327771;61.8556317;56.33659863;51.90087518;61.51852771;56.43775992;50.22705055;56.47961275;52.8402999;45.25964896;51.0803211;47.99560071;37.66160204;43.09188617;40.79458964;9.363825983;27.19755662;18.84684148;9.779032959;27.15225622;18.67823226;8.129671092;22.9368358;15.20923339;6.979001315;20.34831512;12.65862397;5.887409415;16.77985689;10.12151108;-0.22274;-0.06864;12.5898;-0.19508;1.98634;-0.27749;1.97094;-0.28662;1.96504;-0.28454;1.95355;-0.30835;94.01605154;-0.185;-0.02858;2.0899;640.32;56.33659863;56.43775992;52.8402999;47.99560071;40.79458964
444;R-pTol-C2-Tuneophos;-0.38652;-0.36344;-0.37498;-0.31627;-0.31627;-0.31627;239.4954;239.4995;239.49745;120.7142;120.7196;120.7169;1.20551;1.20552;1.205515;-0.43128;-0.43127;-0.431275;1.77213;1.77213;1.77213;-0.42593;-0.42593;-0.42593;0.17592;0.17592;0.17592;0.61238;0.61243;0.612405;1.95411;1.95668;1.9553925;-0.61132;-0.60412;-0.60772;0.06739;0.07112;0.069255;0.21623;0.2203;0.2182675;1.95048;1.95061;1.950545;-0.59547;-0.59543;-0.59545;0.07969;0.07978;0.079735;0.20139;0.20142;0.201405;1.824997698;1.833922391;1.829458884;1.8558661;1.855868828;1.855867464;2.385906586;2.385921509;2.385914048;2.284651655;2.284665888;2.284658772;314.5993532;314.6016498;314.6005015;111.5465621;111.5505386;111.5485503;112.6806983;116.7993936;114.7405731;105.8731124;105.8769757;105.8750441;102.3344872;106.3936153;104.3627287;-0.34861;-0.33917;-0.34389;-0.27988;-0.27987;-0.279875;293.3466;293.3525;293.34955;53.8339;53.8403;53.8371;0.8461;0.84611;0.846105;1.86097;1.86098;1.860975;-0.31983;-0.31983;-0.31983;1.95028;1.95462;1.9524525;-0.56076;-0.55426;-0.5575125;0.03519;0.04635;0.04077;0.24793;0.25094;0.2494375;1.95084;1.95105;1.950945;-0.54578;-0.54577;-0.545775;0.04675;0.04683;0.04679;0.23181;0.23186;0.231835;42.55;42.55;42.55;55.0692789;58.45500596;56.7602801;54.03295885;59.24058097;56.63638198;49.1154489;55.82684242;52.46976601;44.66869246;49.62855458;47.14885029;37.59300479;41.42932775;39.51116627;16.32896305;33.44010727;24.88453516;13.73285333;34.08851096;23.90913041;7.987764498;28.72662483;18.35601211;4.822894462;25.28550048;15.0532904;3.074637232;20.89170742;11.98260305;-0.22225;-0.07975;13.1062;-0.19147;1.98774;-0.28275;1.96902;-0.29377;1.95999;-0.28715;1.95354;-0.3083;93.37100833;-0.18342;-0.03166;2.2903;585.26;56.7602801;56.63638198;52.46976601;47.14885029;39.51116627
445;R-pCF3-H8BINAP;-0.34904;-0.32397;-0.334095;-0.36025;-0.35371;-0.35698;238.2708;246.0331;242.15195;123.4573;125.1433;124.3003;1.1884;1.19918;1.19379;-0.39394;-0.38956;-0.39175;1.78115;1.78414;1.782645;-0.4581;-0.44616;-0.45213;0.17393;0.17585;0.17489;0.5587;0.64456;0.60163;1.95181;1.95545;1.9542525;-0.63478;-0.63033;-0.6328075;0.06684;0.0763;0.0706175;0.17623;0.18904;0.1835275;1.95053;1.95503;1.95278;-0.63373;-0.62294;-0.628335;0.06368;0.06684;0.06526;0.18619;0.18904;0.187615;1.833358806;1.846711809;1.839844806;1.839524897;1.854649062;1.847086979;2.360320422;2.383825977;2.3720732;2.284918153;2.312200041;2.298559097;314.4975867;315.4808323;314.9892095;100.6699726;119.1496106;109.9097916;110.5910078;122.8693196;115.6708791;98.64079444;108.2063112;103.4235528;103.0272949;111.2352066;105.7828283;-0.31304;-0.29597;-0.3063075;-0.32636;-0.31151;-0.318935;292.0039;305.1701;298.587;42.6541;87.3563;65.0052;0.84055;0.84276;0.841655;1.86666;1.87023;1.868445;-0.3542;-0.34823;-0.351215;1.94713;1.95447;1.952005;-0.58965;-0.57797;-0.5839325;0.03966;0.04479;0.0413175;0.20658;0.21624;0.2128;1.94624;1.95367;1.949955;-0.58019;-0.57133;-0.57576;0.04172;0.04577;0.043745;0.20463;0.21425;0.20944;42.84;43.24;43.04;50.30169845;61.55020858;56.18854291;51.82639191;61.34162994;56.31400906;50.17974835;56.37948977;52.73505251;45.21656311;50.99006758;47.93289945;37.69433518;43.13201983;40.88859065;9.557508939;26.86233611;18.82449344;9.834895413;26.93811681;18.65961145;8.115480433;23.00305888;15.18558229;6.967209397;20.52972924;12.62324822;5.813973347;17.50681703;10.27364898;-0.24779;-0.0945;12.4916;-0.20154;1.98614;-0.30478;1.96982;-0.31419;1.96339;-0.3118;1.95243;-0.33562;94.00496542;-0.21508;-0.06622;3.4425;638.92;56.18854291;56.31400906;52.73505251;47.93289945;40.88859065
